자료ID,플랫폼,정리제목,제작자,원본URL,원래목록,활용주제,이전확인수준,기존요약,이번확인주장,이번선별검토,선별인사이트,적용조건,내경험질문,상세정리
B035,Instagram,좋은 작업물을 만들도록 돕는 리더 역할,dy1.mag,https://www.instagram.com/dy1.mag/p/DThpkaIFDgk/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B036,Instagram,투자 아이디어 탐색 — 이미지 본문 미확인,corp.inside,https://www.instagram.com/corp.inside/p/DTXu4Lhj8E5/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B037,Instagram,사업 인터뷰 티저 — 실질 내용 미확인,simonsquibb.kr,https://www.instagram.com/simonsquibb.kr/reel/DTH4PdvEyNo/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B038,Instagram,경영진 역할과 책임 구분,unbound.dreamer,https://www.instagram.com/unbound.dreamer/p/DSpQoWgCSf9/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B039,Instagram,성과를 만드는 사고방식에 관한 주장,dy1.mag,https://www.instagram.com/dy1.mag/p/DSlbr2bkwz4/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B040,Instagram,일잘러의 네 단계 — 단계별 내용 미확인,drawandrew101,https://www.instagram.com/drawandrew101/reel/DSAG7heklu5/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B041,Instagram,1인기업 상세페이지 구조 점검,youngboss.kr,https://www.instagram.com/youngboss.kr/p/DRuF9Etklxl/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B042,Instagram,상품의 경험 가치와 감정 변화,youngboss.kr,https://www.instagram.com/youngboss.kr/p/DRjxpqmkqpQ/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B043,Instagram,노력 없이 얻는 성공에 대한 비판,dy1.mag,https://www.instagram.com/dy1.mag/p/DRUjLXSgUKn/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B044,Instagram,마케팅 열 가지 핵심 — 슬라이드 확인 필요,success_spoon,https://www.instagram.com/success_spoon/p/DQBlrOqEkG4/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B045,Instagram,세일즈·협상·인간 이해·돈에 대한 학습,aim___ing,https://www.instagram.com/aim___ing/reel/DPq_dAYCfaR/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B046,Instagram,성공코드 해시태그만 확보,success_code_lab,https://www.instagram.com/success_code_lab/reel/DPLs9P5kykZ/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B047,Instagram,핵심·인접·신규 업무의 70/20/10 배분,aim___ing,https://www.instagram.com/aim___ing/reel/DPMKCrhEuP3/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B048,Instagram,중앙은행·연준 관련 릴스 — 상세 미확인,tleaves_news,https://www.instagram.com/tleaves_news/reel/DPBAKjtERIi/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B049,Instagram,보유 지식보다 학습 능력,dy1.mag,https://www.instagram.com/dy1.mag/p/DO0pY75AYBf/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B050,Instagram,YC 출신 기업 사례 — 평가 수치 검증 필요,dy1.mag,https://www.instagram.com/dy1.mag/p/DOqsPWngS9k/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B051,Instagram,전쟁 억제에 관한 발언 — 비즈니스 적용 보류,dy1.mag,https://www.instagram.com/dy1.mag/p/DOgEqx3gSBh/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B052,Instagram,더 잘 대신하는 것과 팀이 더 잘하게 돕는 것을 구별한다,somewon_co,https://www.instagram.com/somewon_co/p/DOVEF1NEeq_/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,게시자는 뛰어난 실무자가 관리자가 된 뒤 자신이 잘하는 실무를 회수하면서 팀을 돕는 역할에서 멀어질 수 있다는 서술을 전한다.,자막·캡션 구간 직접 대조,"함께 일하는 사람에게서 일을 가져오고 싶을 때 완료 기준, 필요한 피드백, 제공할 자원이 충분했는지 먼저 확인한다. 직접 처리한 일과 상대가 다음에 독립적으로 할 수 있게 만든 일을 나눠 돌아볼 수 있다.",비상 대응이나 소규모 팀에서 관리자가 직접 실무를 하는 것 자체가 잘못은 아니다. 원문의 시간 배분 수치를 모든 팀의 기준으로 삼지 않는다. 사용자가 관리자 경험을 했다고 가정하지 않는다.,"논점: ‘내가 끝낸 일과 다른 사람이 다음에도 해낼 수 있게 만든 일은 다르게 보인다.’ 직접 겪은 협업 장면이 있을 때만 쓰고, 없다면 위임을 받는 사람의 입장에서 필요한 완료 기준을 적는다.",sources/instagram/saved-index.md
B053,Instagram,브랜드의 의미를 먼저 정리하는 마케팅,aim___ing,https://www.instagram.com/aim___ing/reel/DNA3zf7xDI-/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B054,Instagram,자기소개에서 단어와 프레임의 역할,selfmadeorange.club,https://www.instagram.com/selfmadeorange.club/reel/DNa2NsShJVI/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B055,Instagram,후킹보다 본문 근거와 끝의 행동이 연결되는지 점검한다,4real._.onair,https://www.instagram.com/4real._.onair/reel/DN-hXTjEYbp/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,게시자는 HSO라는 카피 구조를 소개하고 AI로 높은 완성도의 초안을 만들 수 있다고 주장한다. 댓글을 남기면 추가 자료를 주겠다는 안내가 있다.,자막·캡션 구간 직접 대조,"개인 Threads 글에서는 시작의 질문, 이를 뒷받침하는 실제 장면이나 논거, 독자가 해볼 행동 또는 답할 질문의 연결을 점검하는 편집 틀로 쓴다. 모든 글을 판매 제안으로 끝낼 필요는 없다.",초안의 빈 근거를 가상 고객 후기나 꾸며낸 개인 경험으로 채우지 않는다. 강한 첫 문장이 본문이 증명할 수 있는 범위를 넘지 않게 한다.,이미 가진 초안 하나에 [시작에서 약속한 내용] / [본문이 제공한 근거] / [마지막에 요청한 행동]을 표시한다. 연결이 끊기는 곳 한 군데를 고치는 편집 전후 글을 만든다.,sources/instagram/saved-index.md
B056,Instagram,설명 전에 고객 상황을 진단하는 질문,asul.salesman,https://www.instagram.com/asul.salesman/reel/DNfV2KbU8QG/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B057,Instagram,콜드콜 자기소개와 연락 목적 전달,me.mz_official,https://www.instagram.com/me.mz_official/reel/DNDEBrjT3-F/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B058,Instagram,제안 후 해결 수단을 확보한 사업 사례,aim___ing,https://www.instagram.com/aim___ing/reel/DNNv0bjxOlv/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B059,Instagram,제품 사용 뒤 달라질 생활을 설명하기,asul.salesman,https://www.instagram.com/asul.salesman/reel/DLmPzxvSrWg/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B060,Instagram,고객을 당기거나 밀어내는 표현 — 예시 미확인,asul.salesman,https://www.instagram.com/asul.salesman/reel/DM4ZntEVWql/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B061,Instagram,고객에게 더 나은 선택을 권하는 영업,asul.salesman,https://www.instagram.com/asul.salesman/reel/DNX1MR90q-z/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B062,Instagram,질문할 상대를 고르는 문제,unbound.dreamer,https://www.instagram.com/unbound.dreamer/reel/DGIwsV_ptqq/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B063,Instagram,즉각적 보상과 과시에 대한 경계,unbound.dreamer,https://www.instagram.com/unbound.dreamer/reel/DG-XCUepr02/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B064,Instagram,사업가의 실행과 일상 인터뷰,unbound.dreamer,https://www.instagram.com/unbound.dreamer/reel/DHBBUP8pwSK/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B065,Instagram,연애·성별 일반화 주장 — 업무 자료와 분리 검토,cold_psychology,https://www.instagram.com/cold_psychology/reel/DKhK9oBPIyo/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B066,Instagram,브랜딩·마케팅 TED 강연 묶음,takepage_,https://www.instagram.com/takepage_/reel/DJhIqbqA6Xb/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B067,Instagram,에어비앤비의 모방 경쟁 대응 사례,founderscontext,https://www.instagram.com/founderscontext/reel/DJOg836TXdL/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B068,Instagram,계정 홍보 문구만 확보 — 인터뷰 내용 미확인,schoolofhardknockz.kr,https://www.instagram.com/schoolofhardknockz.kr/reel/DJT-FzLSA2E/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B069,Instagram,창작자의 차별성과 자기 변화,hey.flowit,https://www.instagram.com/hey.flowit/reel/DIu90_Vzboq/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B070,Instagram,협상에서 상대의 실제 욕구 파악,unbound.dreamer,https://www.instagram.com/unbound.dreamer/reel/DIbRHyQJFE6/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B071,Instagram,불확실한 기회를 받아들이는 선택,simonsquibb.kr,https://www.instagram.com/simonsquibb.kr/p/DH3JOwezEs1/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B072,Instagram,자동차 판매 사례 — 노하우는 영상 확인 필요,gamsarang_hwang,https://www.instagram.com/gamsarang_hwang/reel/DBSZIcsoW1I/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B073,Instagram,고객 감동 영업 — 구체 방법 미확인,kgrsystem,https://www.instagram.com/kgrsystem/reel/DDyMlZUy9Wr/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B074,Instagram,비주류 생각을 실행으로 증명하기,100_0insight,https://www.instagram.com/100_0insight/reel/DHitg-8zMI9/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B075,Instagram,일을 맡길 때 결정 범위와 판단 근거도 전달한다,100_0insight,https://www.instagram.com/100_0insight/reel/DHMz4zATPim/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,"작성자는 동료가 생긴 뒤 오히려 관리와 전달 부담을 겪었다고 설명한다. 위임할 때 목적, 고려할 요소, 자신의 판단, 결정할 범위를 구체화해야 한다는 경험적 의견을 제시한다.",자막·캡션 구간 직접 대조,"사람이나 AI에 일을 맡길 때 결과물, 필요한 맥락, 고정 조건, 스스로 결정할 부분, 다시 확인할 부분을 짧게 함께 적어본다. 위임 후 되돌아온 질문은 다음 지시에서 빠뜨린 맥락을 찾는 자료가 된다.",사람에 관한 원문의 경험을 AI 협업에 적용하는 것은 분석자의 유추다. 정보가 충분하지 않을 때 상대에게 책임만 넘기는 도구로 쓰지 않는다. 매번 긴 문서를 만드는 대신 반복 질문에 맞춰 필요한 항목만 넣는다.,"논점: ‘맡긴 뒤 질문이 돌아온다면, 전달하지 않은 결정 기준부터 보자.’ [실제 보낸 요청] → [되돌아온 질문] → [추가한 맥락]이 있을 때만 사례로 쓴다. 없으면 다음 작업에서 비교할 지시문 틀을 제안한다.",sources/instagram/saved-index.md
B076,Instagram,사업의 존재를 알리는 기본,grow___hacker,https://www.instagram.com/grow___hacker/reel/DFpu-zftnFg/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B077,Instagram,학습만으로는 부족하다는 주장 — 상세 미확인,grow___hacker,https://www.instagram.com/grow___hacker/reel/DFc6IZeK64V/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B078,Instagram,Alex Hormozi 영상 — 일반 홍보 캡션,grow___hacker,https://www.instagram.com/grow___hacker/reel/DFXx3r1thgD/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B079,Instagram,판매 전 고객 필요와 가치 파악,jaykee_lj,https://www.instagram.com/jaykee_lj/reel/DFceEP0SYBK/,인스타 저장·비즈니스,고객·설득·브랜드,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B080,Instagram,미루지 않고 행동하자는 동기부여,insight_out._.v,https://www.instagram.com/insight_out._.v/reel/DFM7LYAxzL7/,인스타 저장·비즈니스,실행·지속·회복,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B081,Instagram,문제 해결자 관점의 사업 — 세부 영상 미확인,grow___hacker,https://www.instagram.com/grow___hacker/reel/DEzv_EghdCF/,인스타 저장·비즈니스,제품·창업·AI,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B082,Instagram,혼자 하기보다 시스템과 팀으로 일하기,unbound.dreamer,https://www.instagram.com/unbound.dreamer/reel/DEHZwIBpanO/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B083,Instagram,리사 수와 AMD 경영 사례 — 영상 상세 미확인,human_intelligence_kr,https://www.instagram.com/human_intelligence_kr/reel/C_vBi5pP7h4/,인스타 저장·비즈니스,협업·리더십,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
B084,Instagram,논란 유도 댓글 마케팅 — 적용 보류,toomoneytalker_,https://www.instagram.com/toomoneytalker_/reel/DEhH8SZzRB-/,인스타 저장·비즈니스,별도 확인·배경,이전 캡션 분류,,,없음,,,,sources/instagram/saved-index.md
